persona_id,axis_1,axis_2,axis_3,axis_4,axis_5,axis_6,axis_7,axis_8,axis_9,axis_10,axis_11,axis_12,n_models,cluster,region,urban_rural,age,gender,education,economic_position,governance_experience,religious_tradition,occupation,location,name
P0569,0.1744,0.7,0.6,0.6476,-0.775,-0.8123,-0.9,0.6,-0.8,0.5622,0.1753,0.3142,1,0,south_southeast_asia,urban,23,non_binary,university,working_class,stable_democracy,"Hindu, culturally identifies but not strictly observant, more focused on personal growth.",Customer service representative for an e-commerce company,"Bangalore, Karnataka, India",Priya Sharma
P0570,-0.4582,-0.1256,-1.0,-0.7024,-0.8465,-0.708,0.0,-0.3,0.7,0.7372,-0.9985,-0.6149,1,3,south_southeast_asia,rural,58,male,primary,struggling,conflict_zone,"Theravada Buddhist, devout, actively participates in pagoda activities and community almsgiving.",Rice farmer and village elder,"A village in the Ayeyarwady Region, Myanmar",U Hla Myint
P0571,-0.8038000000000001,-0.08575,-0.55,0.0625,-0.5332,-0.5767500000000001,-0.30000000000000004,-0.25,-0.7,-0.3502,-0.7372,-0.35,2,4,south_southeast_asia,urban,45,female,university,middle_class,flawed_democracy,"Roman Catholic, devout, active in her parish and community outreach programs.",High school English teacher,"Cebu City, Philippines",Maria Elena Santos
P0572,0.625,0.775,-0.7,-0.6054,-0.45,-0.533,0.8,0.0,0.6,0.6497,0.0246,-0.4304,1,2,south_southeast_asia,peri_urban,30,male,secondary,working_class,stable_democracy,"Hindu, culturally observant, participates in family festivals and traditions.",Owner of a small auto-repair shop,"Ahmedabad, Gujarat, India",Sanjay Patel
P0573,0.6249,0.7,0.7,0.737,-0.6968,-0.3946,-0.7,-0.2,0.2,-0.4378,-0.736,0.737,1,0,south_southeast_asia,urban,35,male,university,affluent,authoritarian_state,"Secular, with cultural ties to ancestor worship.",Software engineer for a tech startup,"Ho Chi Minh City, Vietnam",Lê Anh Khoa
P0574,-0.8494,0.0994,-0.7,-0.5377,-0.6082,-0.4455,0.8,-0.1,0.5,0.7372,-0.8247,-0.4502,1,3,south_southeast_asia,rural,50,female,none,struggling,flawed_democracy,"Hindu, devout, performs daily puja and observes all festivals.",Homemaker and subsistence farmer (vegetables),"A village in the Terai region, Nepal",Durga Devi
P0575,-0.6791,0.31655,0.15000000000000002,-0.16855,0.3266,0.21430000000000002,-0.35,0.75,-0.2,-0.228,-0.73335,-0.4665,2,0,south_southeast_asia,urban,42,male,secondary,working_class,flawed_democracy,"Sunni Muslim, moderately observant, attends Friday prayers and observes Ramadan.",Textile factory supervisor,"Dhaka, Bangladesh",Rafiqul Islam
P0576,-0.6965,0.3968,0.7,0.7375,-0.3832,-0.3946,-0.6,0.3,-0.7,-0.358,-0.642,-0.35,1,0,south_southeast_asia,urban,60,male,postgraduate,affluent,flawed_democracy,"Pancasila adherent with cultural Islamic background, values interfaith harmony.",Retired school principal,"Surabaya, Indonesia",Budi Santoso
P0577,-0.7744,-0.8332,-0.7,-0.5377,-0.6832,-0.4455,0.1,-0.6,0.6,0.7372,-0.8247,-0.5377,1,3,south_southeast_asia,rural,35,male,primary,struggling,authoritarian_state,"Theravada Buddhist, devout, participates in local temple life and traditional ceremonies.","Farmer (rice, vegetables) and artisan (wood carving)","A village in Luang Prabang Province, Laos",Khamphanh Souvannavong
P0578,0.0244,0.7,0.8,0.8245,0.2785,-0.2705,-0.6,0.7,0.6,-0.358,0.0182,-0.3505,1,0,south_southeast_asia,urban,29,female,university,affluent,stable_democracy,"Secular, with cultural ties to Taoism/Buddhism (ancestor veneration).",Data analyst for a financial firm,Singapore,Chloe Tan
P0579,-0.9244,0.3968,-0.5,-0.5377,-0.6215,-0.439,-0.5,-0.1,-0.3,0.7372,-0.7372,-0.4502,1,1,south_southeast_asia,rural,62,female,primary,struggling,stable_democracy,"Hindu, devout, daily rituals and temple visits.",Small-scale rice farmer,"Arakkonam, Tamil Nadu, India",Lakshmi Devi
P0580,-0.675,0.7749,-0.7,-0.7575,-0.9968,0.2325,-0.5,-0.2,-0.7,0.561,-0.817,-0.495,1,1,south_southeast_asia,urban,24,male,university,working_class,flawed_democracy,"Roman Catholic, culturally observant, attends mass occasionally.",Call center agent for an American tech company,"Manila, Philippines",Carlo Ramirez
P0581,-0.2782,0.7375,0.2,-0.0171,0.5625,0.19910000000000003,0.9,0.8500000000000001,0.6,0.7373000000000001,-0.16745000000000002,-0.3505,2,2,south_southeast_asia,peri_urban,45,female,secondary,middle_class,stable_democracy,"Sunni Muslim, moderately devout, observes Ramadan and regular prayers.",Owner of a small convenience store,"Depok, West Java, Indonesia",Siti Nuraini
P0582,-0.8465,-1.0,0.5,-0.3795,0.9968,0.9997,0.4,0.7,0.0,-0.1751,-0.1908,-0.992,1,5,south_southeast_asia,rural,28,male,primary,struggling,authoritarian_state,"Ancestor worship and local folk beliefs, not formally religious.",Shrimp farmer,"Ha Tinh Province, Vietnam",Tran Van Hung
P0583,0.0082,0.775,0.7,0.7374,-0.1282,-0.5696,-0.3,0.8,0.2,0.642,0.3142,-0.4376,1,0,south_southeast_asia,urban,58,female,postgraduate,affluent,flawed_democracy,"Sunni Muslim, culturally observant, attends mosque for major holidays but is primarily secular in daily outlook.",Retired university professor of literature,"Islamabad, Pakistan",Ayesha Khan
P0584,-0.8465,-0.925,-0.8,-0.8679,-0.675,0.5622,0.8,-0.6,0.7,-0.4378,-0.9997,-0.6929,1,3,south_southeast_asia,rural,49,male,none,struggling,flawed_democracy,"Sufi Muslim, deeply spiritual, believes in the power of local saints and traditional healers.",Fisherman and crab collector,"Sundarbans region, Bangladesh",Rahim Uddin
P0585,-0.61075,0.69965,0.0,-0.3883,-0.8109,-0.81745,-0.44999999999999996,-0.5,-0.6000000000000001,0.14910000000000004,-0.7587999999999999,-0.0028499999999999914,2,1,south_southeast_asia,urban,26,non_binary,university,middle_class,hybrid_regime,"Theravada Buddhist, culturally observant, participates in festivals but rarely practices daily.",Graphic designer for a digital marketing agency,"Bangkok, Thailand",Preeya Sookprasert
P0586,-0.2918,0.175,-0.8,-0.495,-0.6,0.7866,0.8,-0.9,0.5,0.7295,-0.9616,-0.5825,1,3,south_southeast_asia,peri_urban,53,male,secondary,struggling,conflict_zone,"Tamil Hindu, devout, daily prayers and regular temple visits.","Retired schoolteacher, now runs a small general store","Batticaloa, Sri Lanka",Thilaganathan Murugan
P0587,-0.3668,0.6999,0.7,0.7375,0.2168,-0.3884,-0.7,-0.2,-0.8,-0.439,-0.736,-0.35,1,0,south_southeast_asia,urban,39,female,postgraduate,wealthy,flawed_democracy,"Sunni Muslim, observant, attends mosque regularly and strictly observes Islamic dietary laws.",Senior software engineer at a multinational tech firm,"Kuala Lumpur, Malaysia",Dr. Aisha binti Abdullah
P0588,-0.7582,0.3994,-0.7,-0.1169,-0.7718,-0.7675,-0.6,-0.3,-0.8,-0.3503,-0.7295,-0.3627,1,1,south_southeast_asia,urban,48,male,university,middle_class,stable_democracy,"Sikh, devout, visits the Gurudwara weekly and practices Seva (selfless service).",Owner of a spare parts dealership for tractors,"Amritsar, Punjab, India",Harpreet Singh
P0589,-0.6965,-0.8332,-0.8,-0.8741,-1.0,-0.9976,0.5,-0.5,-0.1,0.2289,-0.911,-0.9616,1,3,south_southeast_asia,rural,71,female,primary,struggling,flawed_democracy,"Indigenous Christian (Protestant denomination), very devout, attends church services multiple times a week.",Basket weaver and small-scale vegetable seller,"Palawan, Philippines",Maria Lim
P0590,-0.8494,0.7,-0.6,-0.5377,-0.6994,-0.6571,-0.5,-0.1,-0.3,0.6497,-0.7372,0.304,1,1,south_southeast_asia,urban,29,male,secondary,working_class,stable_democracy,"Protestant Christian, moderately observant, attends church most Sundays.",Motorcycle taxi driver (Ojek),"Medan, North Sumatra, Indonesia",David Simanjuntak
P0591,0.6249,0.6994,0.7,0.8123,0.8468,0.9122,-0.1,0.9,-0.7,0.642,-0.1908,0.7248,1,5,south_southeast_asia,peri_urban,41,female,university,affluent,authoritarian_state,"Non-religious, but respects traditional Vietnamese customs and ancestor worship.",Owner of a successful guesthouse and café,"Da Nang, Vietnam",Nguyen Thi Mai
P0592,-0.3832,-0.2168,-1.0,-0.9616,-0.3532,0.6485,1.0,-0.6,0.8,0.9997,-0.8679,-0.9616,1,3,south_southeast_asia,rural,21,female,none,struggling,conflict_zone,"Shia Muslim, devout, adheres strictly to religious practices and community traditions.",Goat herder,"Quetta, Balochistan, Pakistan",Fatima Zahra
P0593,-0.8468,0.2332,0.7,0.65,-0.4582,-0.5634,-0.7,-0.7,-0.8,-0.4378,-0.736,-0.35,1,4,south_southeast_asia,urban,43,male,university,middle_class,stable_democracy,"Hindu, nominal, respects cultural traditions but is largely secular in outlook.",High school history teacher,"Kolkata, West Bengal, India",Rohan Chatterjee
P0594,-0.7718,-0.3535,-0.8,-0.5377,-0.2032,0.6497,0.8,-0.4,0.7,0.8247,-0.8741,-0.5377,1,3,south_southeast_asia,rural,68,male,primary,struggling,hybrid_regime,"Theravada Buddhist with strong animistic beliefs, deeply observant of local traditions and temple rituals.","Retired rice farmer, now cares for grandchildren","Isaan region, Thailand",Boonrat Thongchai
P0595,-0.4285,0.4,-0.5,-0.1941,-0.775,-0.8123,-0.3,-0.2,-0.8,-0.4378,-0.7372,-0.3524,1,1,south_southeast_asia,urban,23,female,university,middle_class,flawed_democracy,"Sinhalese Buddhist, culturally observant, practices mindfulness occasionally.",Freelance digital artist and social media manager,"Colombo, Sri Lanka",Anjali Perera
P0596,0.6968,0.775,-0.7,-0.5274,-0.2785,-0.183,0.8,-0.5,0.6,0.6499,-0.6991,-0.5274,1,2,south_southeast_asia,peri_urban,46,male,secondary,working_class,flawed_democracy,"Mahayana Buddhist, culturally observant, visits temple for festivals and ancestor veneration.",Owner of a kopitiam (traditional coffee shop),"Ipoh, Perak, Malaysia",Lim Wei Chen
P0597,-0.925,0.0244,0.9,-0.5825,-0.9249,-0.9101,-1.0,-1.0,-0.9,0.6499,-0.817,-0.5825,1,4,south_southeast_asia,peri_urban,32,male,secondary,working_class,stable_democracy,"Dalit Christian (Protestant), devout, actively involved in his local church community.",Factory worker in an electronics assembly plant,"Ghaziabad, Uttar Pradesh, India",Sanjay Kumar
P0598,-0.7718,0.3994,-0.5,-0.4075,0.2751,0.4502,0.9,0.7,0.6,0.7372,-0.8235,-0.4075,1,2,south_southeast_asia,rural,55,female,primary,struggling,hybrid_regime,"Theravada Buddhist, devout, regularly visits the pagoda and participates in ceremonies.",Pottery maker and seller at local market,"Kampong Chhnang Province, Cambodia",Srey Moch
P0599,-0.4251,-0.2001,-0.3,-0.7575,-0.8465,-0.1121,1.0,0.0,0.5,0.7375,-0.911,-0.7575,1,3,south_southeast_asia,rural,62,male,primary,struggling,flawed_democracy,"Practicing Hindu, visits local temple weekly and observes all major festivals.",Smallholding farmer,"Palwal district, Haryana, India",Rakesh Sharma
P0600,-0.6965,0.2332,-0.6,0.65,-0.7582,-0.533,-0.7,-0.2,-0.3,-0.4378,-0.7372,-0.35,1,4,south_southeast_asia,urban,28,female,university,middle_class,stable_democracy,"Sunni Muslim, culturally observant (observes Ramadan, celebrates Eid) but not strictly religious in daily practice.",Software developer for an e-commerce startup,"Bandung, West Java, Indonesia",Anya Wijaya
P0601,-0.7582,-0.0668,-0.7,-0.1941,-0.7582,-0.533,-0.6,-0.2,-0.3,-0.4376,-0.7372,-0.3524,1,4,south_southeast_asia,peri_urban,45,female,secondary,working_class,flawed_democracy,"Roman Catholic, attends church most Sundays and participates in community religious events.",Guesthouse owner and surf instructor,"General Luna, Siargao, Philippines",Maria Santos
P0602,0.55,0.8125,0.8500000000000001,0.7675,0.8484,0.8607499999999999,0.95,0.9,0.6499999999999999,0.9077500000000001,0.37545,0.13625000000000004,2,5,south_southeast_asia,urban,58,male,university,affluent,hybrid_regime,"Sunni Muslim, deeply observant, regularly attends the local mosque, and actively participates in religious charities.",Owner of a textile wholesale business,"Rawalpindi, Punjab, Pakistan",Imran Khan
P0603,-0.8332,0.775,-0.5,-0.4399,-0.6082,0.817,-0.7,-0.1,-0.8,-0.0167,-0.7372,-0.3524,1,1,south_southeast_asia,rural,23,female,primary,struggling,authoritarian_state,"Non-religious, but observes traditional ancestor worship during holidays and respects local folk beliefs.",Garment factory worker,"Bac Giang Province, Vietnam",Le Thi Mai
P0604,-0.9082,0.475,-0.5,-0.525,-0.625,-0.855,-0.4,-0.5,-0.8,-0.3501,-0.8249,-0.525,1,1,south_southeast_asia,urban,49,male,university,middle_class,flawed_democracy,"Sunni Muslim, moderately observant, values community prayers and charitable giving.",Secondary school teacher,"Dhaka, Bangladesh",Jamal Ahmed
P0605,-0.2756,0.6994,-0.7,-0.7295,-0.1251,0.5624,0.7,0.8,0.6,0.467,-0.6929,0.183,1,2,south_southeast_asia,urban,32,female,secondary,working_class,hybrid_regime,"Theravada Buddhist, nominal in daily practice, but respects cultural traditions and participates in major festivals.",Trekking tour guide,"Chiang Mai, Thailand",Nittaya Srisuwan
P0606,-0.8872,0.28745,-0.8,-0.5987,-0.8468,0.0393,0.2,-0.7,-0.04999999999999999,0.23739999999999997,-0.8248,-0.46745000000000003,2,1,south_southeast_asia,rural,71,male,none,struggling,flawed_democracy,"Hindu, deeply devout, actively participates in the local temple and community religious festivals.",Retired tea plantation laborer,"Hatton, Central Province, Sri Lanka",Selva Kumar
P0607,-0.2756,0.7,0.6,0.7351,0.45,-0.358,0.3,0.8,-0.8,0.4304,0.1996,0.7351,1,5,south_southeast_asia,urban,41,female,postgraduate,affluent,stable_democracy,"Malay Muslim, moderately observant, prioritizes family values and community engagement over strict religious rituals.",Senior Marketing Manager for a multinational company,"Kuala Lumpur, Malaysia",Aisha Rahman
P0608,0.2035,0.6999,0.7,0.7351,0.6994,-0.358,-0.6,0.7,0.6,0.7372,0.7248,0.3142,1,5,south_southeast_asia,urban,55,male,postgraduate,wealthy,flawed_democracy,"Sikh, observant, regularly attends Gurdwara, and participates in community service (sewa).",Chief Surgeon at a private hospital,"Chandigarh, Punjab, India",Dr. Arjun Singh
P0609,-0.8499,-0.9999,-1.0,-0.992,-0.9994,-0.9425,0.9,-0.6,0.8,0.9999,-0.9985,-0.992,1,3,south_southeast_asia,rural,68,female,none,struggling,stable_democracy,"Kejawen (Javanese syncretic belief system), deeply spiritual, practicing ancestral rituals and traditional ceremonies.",Traditional Javanese healer (dukun),"Central Java, Indonesia",Ibu Siti
P0610,-0.525,0.775,0.7,-0.0741,0.3532,0.5825,0.9,0.9,0.6,0.736,0.533,0.4175,1,5,south_southeast_asia,urban,26,male,university,working_class,flawed_democracy,"Evangelical Christian, very devout, actively involved in his church's youth group and outreach programs.",Call center agent (night shift),"Cebu City, Philippines",Kenji Reyes
P0611,-0.6965,0.0082,-0.7,-0.0167,-0.45,-0.439,-0.6,-0.1,-0.8,-0.358,-0.736,-0.35,1,4,south_southeast_asia,rural,65,male,university,middle_class,hybrid_regime,"Ismaili Muslim, deeply spiritual, active in the local jamatkhana (community center), and values education and community service.",Retired school principal,"Hunza Valley, Gilgit-Baltistan, Pakistan",Ghulam Mustafa
P0612,-0.3506,0.1,0.8,0.8249,0.6965,0.8247,-0.6,0.7,-0.8,-0.3503,-0.736,-0.3501,1,0,south_southeast_asia,urban,48,female,postgraduate,middle_class,authoritarian_state,"Atheist, but respects traditional Vietnamese cultural practices, especially during Tết (Lunar New Year).",University lecturer in economics,"Ho Chi Minh City, Vietnam",Dr. Tran Minh Anh
P0613,-0.8494,0.775,-0.5,-0.5255,-0.625,-0.4175,-0.1,0.7,-0.4,0.6499,-0.7374,-0.3505,1,1,south_southeast_asia,peri_urban,29,male,primary,struggling,flawed_democracy,"Sunni Muslim, nominal in daily practice, but observes major festivals and traditions.",Auto-rickshaw driver,"Gazipur, Bangladesh",Monir Hossain
P0614,-0.7744,-0.8499,-0.8,-0.6929,-0.7744,-0.5634,0.8,-0.2,0.6,0.0708,-0.8249,-0.6054,1,3,south_southeast_asia,rural,67,male,primary,working_class,hybrid_regime,"Theravada Buddhist, devout, actively participates in temple life and community rituals.",Rice farmer,"Ubon Ratchathani Province, Thailand",Somchai Boonruang
P0615,-0.7744,-0.2918,-0.6,-0.3524,-0.925,-0.9125,-0.6,-0.8,-0.8,-0.5696,-0.4916,-0.4399,1,4,south_southeast_asia,urban,39,female,university,middle_class,flawed_democracy,"Roman Catholic, culturally identifies and respects traditions, but not strictly observant in daily life.",Investigative Journalist,"Colombo, Sri Lanka",Dilani Fernando
P0616,-0.9249,-0.9215,-0.8,-0.5825,-1.0,-0.9101,-1.0,-1.0,-0.9,-0.7003,-0.8249,-0.7575,1,4,south_southeast_asia,peri_urban,24,non_binary,secondary,struggling,flawed_democracy,"Secular with cultural Hindu roots, but critical of organized religion's social impact and traditional hierarchies.",Freelance graphic designer and activist,"Kolkata, West Bengal, India",Rohan Das
P0617,-0.7749,0.3968,-0.5,-0.0191,0.525,0.8247,0.9,-0.1,0.6,-0.4455,-0.9122,-0.4399,1,2,south_southeast_asia,rural,52,female,none,struggling,hybrid_regime,"Theravada Buddhist, deeply devout, actively participates in temple life and observes all religious holidays.",Silk weaver,"Kampong Cham Province, Cambodia",Srey Mom
P0618,-0.6965,0.4375,-0.7,-0.39345,-0.925,-0.86635,-0.6,-0.7,-0.7,-0.2933,-0.4915,-0.13925,2,1,south_southeast_asia,urban,35,male,university,working_class,conflict_zone,"Theravada Buddhist, culturally observant, respectful of monks and traditional practices.",Small cafe owner,"Yangon, Myanmar",Kyaw Min Tun
P0619,-0.4251,0.775,-0.8,-0.5251,0.2032,0.5545,0.8,-0.2,0.7,0.8249,-0.4916,-0.5251,1,2,south_southeast_asia,urban,48,female,primary,working_class,stable_democracy,"Hindu, devout",Sari weaver,"Varanasi, India",Anjali Sharma
P0620,-0.8332,0.4,-0.5,-0.1918,-0.6832,-0.4455,-0.1,-0.1,-0.3,0.7372,-0.7372,-0.3501,1,1,south_southeast_asia,peri_urban,35,male,secondary,struggling,flawed_democracy,"Sunni Muslim, observant but moderate",Motorcycle taxi driver (ojek),"Yogyakarta, Indonesia",Bambang Susanto
P0621,-0.525,0.7749,-0.2,0.5601,-0.7744,-0.5925,0.0,0.7,-0.2,0.6116,-0.736,0.1392,1,0,south_southeast_asia,urban,28,female,university,middle_class,flawed_democracy,"Roman Catholic, culturally observant",Call center agent,"Makati City, Philippines",Maria Elena Santos
P0622,-0.2756,0.775,0.8,0.1456,0.6,0.817,0.0,0.8,-0.6,0.6497,-0.642,-0.3627,1,5,south_southeast_asia,urban,52,male,secondary,working_class,authoritarian_state,Ancestral worship and nominal Buddhist,Owner of a small pho restaurant,"Ho Chi Minh City, Vietnam",Nguyen Van Thang
P0623,-0.2751,0.7,0.7,0.7375,0.2785,0.6991,-0.6,0.7,-0.6,0.0705,-0.642,-0.35,1,0,south_southeast_asia,urban,25,female,university,middle_class,hybrid_regime,"Sunni Muslim, moderately observant",Junior architect,"Lahore, Pakistan",Zainab Khan
P0624,-0.92465,0.2416,-0.1,-0.55495,0.2003,-0.01285,-0.6,-0.4,-0.75,-0.35005,-0.7374,-0.46745000000000003,2,1,south_southeast_asia,urban,22,female,primary,struggling,flawed_democracy,"Sunni Muslim, culturally observant",Garment factory worker,"Dhaka, Bangladesh",Priya Das
P0625,0.66215,0.6621999999999999,0.55,0.5357500000000001,0.84155,0.82025,0.6,0.45,0.6499999999999999,0.64525,-0.019450000000000023,0.02739999999999998,2,5,south_southeast_asia,urban,58,male,university,affluent,hybrid_regime,"Theravada Buddhist, culturally active",Owner of a guesthouse and travel agency,"Chiang Mai, Thailand",Somsak Boonmee
P0626,-0.8858999999999999,0.13745,-0.75,-0.6413,-0.8331999999999999,-0.50755,-0.4,-0.9,-0.7,0.28105,-0.90835,-0.5538,2,1,south_southeast_asia,rural,65,female,none,struggling,conflict_zone,"Hindu, devout",Retired tea picker,"Nuwara Eliya District, Sri Lanka",Kamala Devi
P0627,-0.0143,0.6997,0.6499999999999999,0.73745,0.24765,-0.50755,-0.35,0.35,-0.5,0.10210000000000002,-0.73275,0.062450000000000006,2,0,south_southeast_asia,urban,31,female,postgraduate,affluent,stable_democracy,"Sunni Muslim, moderately observant",Software engineer,"Kuala Lumpur, Malaysia",Nurul Huda Binti Hassan
P0628,-0.6968,-0.5,-1.0,-0.992,-0.5785,-0.8321,-0.3,-1.0,-0.6,-0.7001,-0.4241,-0.9045,1,4,south_southeast_asia,rural,45,male,primary,struggling,conflict_zone,"Karen Baptist Christian, very devout",Subsistence farmer (formerly),"Kayin State, Myanmar (displaced)",Hla Myint
P0629,-0.2918,-0.3535,-0.7,-0.6929,-0.6832,-0.4759,-0.5,-0.3,-0.7,-0.3503,-0.8235,-0.6929,1,4,south_southeast_asia,peri_urban,29,female,secondary,working_class,stable_democracy,"Hindu with strong Buddhist cultural influences, nominal observance",Trekking guide,"Pokhara, Nepal",Sarita Gurung
P0630,-0.7,-0.15,-0.7,-0.5377,-0.8465,-0.533,0.4,-0.1,0.7,0.6499,-0.911,-0.3627,1,3,south_southeast_asia,rural,72,male,none,struggling,hybrid_regime,"Theravada Buddhist, devout",Rice farmer,"Battambang Province, Cambodia",Sok Chea
P0631,0.6249,0.7,0.2,0.825,-0.525,-0.264,-0.7,0.2,0.2,-0.3515,0.3515,0.825,1,0,south_southeast_asia,urban,30,male,postgraduate,wealthy,stable_democracy,Secular with cultural Hindu roots,AI researcher at a multinational tech firm,"Bengaluru, India",Rohan Mehta
P0632,-0.85,-0.85,-0.7,-0.5825,-0.6994,-0.5634,-0.6,-0.1,-0.4,-0.3503,-0.8249,-0.495,1,4,south_southeast_asia,rural,41,female,primary,struggling,flawed_democracy,"Sunni Muslim, moderately observant",Fisherwoman,"Lombok, Indonesia",Dewi Lestari
P0633,-0.525,0.0999,-0.2,0.6476,-0.6832,-0.7675,-0.1,0.3,0.1,0.6485,0.3009,-0.5274,1,0,south_southeast_asia,urban,55,male,university,middle_class,flawed_democracy,"Roman Catholic, devout",High school history teacher,"Quezon City, Philippines",Carlos Reyes
P0634,-0.7997000000000001,0.3609,0.8500000000000001,0.667,0.87735,0.9122,0.95,0.9,0.4,0.6137,-0.64525,0.02739999999999998,2,5,south_southeast_asia,peri_urban,68,female,primary,working_class,authoritarian_state,"Nominal Buddhist, practices ancestral worship",Retired fruit seller,"Can Tho, Vietnam",Le Thi Mai
P0635,-0.475,0.55,-0.5,0.7374,0.8332,0.8247,-0.1,-0.3,0.6,0.65,-0.2212,-0.1918,1,5,south_southeast_asia,urban,49,male,postgraduate,affluent,hybrid_regime,"Ismaili Muslim, devout and community-focused",General practitioner (doctor),"Karachi, Pakistan",Imran Ali
P0636,-0.9218,-0.4582,-0.7,-0.2491,-0.6968,-0.4455,-0.3,-0.1,-0.8,-0.5253,-0.7374,-0.4075,1,4,south_southeast_asia,rural,20,male,secondary,struggling,flawed_democracy,"Sunni Muslim, moderately observant",Shrimp farm laborer,"Bagerhat District, Bangladesh",Minhazul Islam
P0637,-0.7582,0.3832,-0.6,-0.5825,-0.5465,0.7295,0.9,0.0,0.6,0.7372,-0.736,-0.4075,1,2,south_southeast_asia,rural,62,male,primary,working_class,hybrid_regime,"Theravada Buddhist, devout and practices traditional rituals",Retired rubber farmer,"Nakhon Ratchasima Province, Thailand",Chaiyot Wongsuwan
P0638,-0.7718,-0.0532,-0.7,0.2592,-0.85,-0.9124,-0.8,-0.9,-0.8,-0.1057,-0.817,-0.495,1,4,south_southeast_asia,urban,27,female,university,middle_class,flawed_democracy,"Sinhalese Buddhist, culturally active but critical of religious nationalism",Investigative journalist,"Colombo, Sri Lanka",Nirosha Fernando
P0639,-0.8494,0.0215,-0.7,-0.5825,-0.6832,0.6485,0.8,-0.1,0.5,0.7372,-0.7374,-0.4075,1,3,south_southeast_asia,rural,62,male,primary,struggling,flawed_democracy,"Hindu, devout follower of local village deities and traditions.",subsistence farmer,"Arampur village, Uttar Pradesh, India",Ramesh Singh
P0640,-0.28925,0.09,0.04999999999999999,0.7362500000000001,-0.69665,-0.50755,-0.6,-0.4,-0.5,-0.3978,-0.736,-0.35125,2,4,south_southeast_asia,urban,38,female,university,affluent,flawed_democracy,"Sunni Muslim, moderately observant, values community and family traditions over strict ritual.",senior marketing manager for a multinational tech company,"South Jakarta, Indonesia",Aisha Rahman
P0641,-0.8499,0.3994,-0.6,-0.1918,-0.6215,-0.439,-0.5,-0.2,-0.8,-0.3503,-0.7372,-0.3501,1,1,south_southeast_asia,peri_urban,23,female,secondary,working_class,flawed_democracy,"Roman Catholic, devout, attends mass weekly and participates in church community activities.",customer service representative at a call center,"Barangay San Jose, Antipolo City, Philippines",Jocelyn 'Joy' Dela Cruz
P0642,-0.275,0.775,0.8,0.4892,0.3535,0.7866,0.3,0.7,0.6,0.7372,-0.642,0.6476,1,5,south_southeast_asia,urban,48,male,secondary,middle_class,authoritarian_state,"Atheist with strong ancestral worship practices, honoring family traditions deeply.",owner of a successful pho restaurant,"Hanoi, Vietnam",Minh Tran
P0643,-0.9249,0.1715,-0.1,-0.5274,-0.8332,0.5179,-0.4,-0.6,-0.6,-0.4378,-0.817,-0.5274,1,1,south_southeast_asia,peri_urban,28,female,primary,struggling,hybrid_regime,"Sunni Muslim, moderately observant, praying regularly and observing Ramadan.",sewing machine operator in a garment factory,"Mirpur, Dhaka, Bangladesh",Fatima Begum
P0644,0.1251,0.7744,0.9,0.8245,0.6,0.7866,-0.5,0.8,0.5,0.6499,0.4759,-0.5255,1,5,south_southeast_asia,urban,55,male,postgraduate,affluent,flawed_democracy,"Sunni Muslim, culturally observant, practices personal piety but is critical of religious extremism.",senior surgeon at a private hospital,"Lahore, Pakistan",Dr. Ahmed Khan
P0645,-0.7582,0.3968,-0.5,0.3167,0.2785,-0.3009,0.4,-0.1,-0.6,0.7372,-0.7295,-0.35,1,1,south_southeast_asia,rural,44,male,university,working_class,hybrid_regime,"Theravada Buddhist, devout, actively participates in temple ceremonies and follows the five precepts.",primary school teacher,"Phrae Province, Thailand",Supornchai Boonmee
P0646,0.51245,0.7375,0.8,0.78005,0.32265,-0.35919999999999996,-0.35,0.75,0.7,0.19285,-0.08320000000000002,0.6134,2,5,south_southeast_asia,urban,29,male,university,middle_class,stable_democracy,"Secular with cultural Taoist roots, occasionally participates in family festivals.",software developer at a cybersecurity firm,"Cyberjaya, Selangor, Malaysia",Li Wei Chen
P0647,-0.8494,-0.3668,-0.7,-0.5825,-0.45,-0.5265,-0.5,-0.2,-0.3,-0.3501,-0.8235,-0.4075,1,4,south_southeast_asia,peri_urban,58,male,primary,struggling,flawed_democracy,"Roman Catholic, devout, active in his church community.",small-scale fisherman,"Negombo, Western Province, Sri Lanka",Ananda Perera
P0648,-0.2918,0.3999,-0.7,-0.0294,-0.3832,-0.3009,-0.2,-0.2,-0.2,-0.3501,-0.736,-0.3627,1,1,south_southeast_asia,peri_urban,32,female,secondary,working_class,stable_democracy,"Buddhist, nominal, practices cultural traditions and respects spiritual elders.",trekking guide and homestay owner,"Pokhara, Gandaki Province, Nepal",Maya Gurung
P0649,0.775,0.85,0.7,0.8226,0.4285,0.6054,-0.7,0.8,-0.3,-0.0246,0.5634,0.8226,1,5,south_southeast_asia,urban,26,male,university,wealthy,stable_democracy,"Secular Hindu, respects cultural traditions but not actively religious.",founder and CEO of an AI startup,"Bengaluru, Karnataka, India",Aryan Sharma
P0650,-0.7718,-0.9215,-1.0,-0.7575,-0.9832,-0.6509,0.9,-0.6,1.0,1.0,-0.9985,-0.67,1,3,south_southeast_asia,rural,71,female,none,struggling,flawed_democracy,"Balinese Hindu, deeply spiritual and traditional, practicing daily rituals and ceremonies.",traditional healer (Balian),"Taro village, Bali, Indonesia",Ni Made Ayu
